position,amplitude
1.473,0.76186
1.474,0.50107
1.475,0.19225
1.476,-0.13794
1.477,-0.44793
1.478,-0.72764
1.479,-0.90798
1.48,-0.99836
1.481,-0.98285
1.482,-0.84929
1.483,-0.61468
1.484,-0.33259
1.485,-0.01642
1.486,0.31577
1.487,0.61782
1.488,0.82866
1.489,0.9733
1.49,1.00186
1.491,0.90694
1.492,0.72503
1.493,0.46209
1.494,0.14701
1.495,-0.18928
1.496,-0.48677
1.497,-0.75164
1.498,-0.92811
1.499,-1.00768
1.5,-0.95394
1.501,-0.81243
1.502,-0.59018
1.503,-0.29786
1.504,0.0445
1.505,0.35613
1.506,0.6384
1.507,0.85586
1.508,0.97313
1.509,1.00135
1.51,0.89269
1.511,0.69701
1.512,0.43569
1.513,0.10328
1.514,-0.23049
1.515,-0.53813
1.516,-0.77234
1.517,-0.93796
1.518,-0.99768
1.519,-0.95463
1.52,-0.80113
1.521,-0.55051
1.522,-0.25907
1.523,0.07618
1.524,0.39807
1.525,0.67493
1.526,0.8842
1.527,0.99666
1.528,0.98344
1.529,0.86424
1.53,0.67265
1.531,0.3912
1.532,0.06611
1.533,-0.2749
1.534,-0.5737
1.535,-0.79544
1.536,-0.96375
1.537,-0.99561
1.538,-0.94015
1.539,-0.76699
1.54,-0.50666
1.541,-0.21524
1.542,0.12206
1.543,0.43826
1.544,0.70308
1.545,0.90076
1.546,0.99507
1.547,0.98423
1.548,0.86111
1.549,0.62566
1.55,0.34755
1.551,0.0202
1.552,-0.31379
1.553,-0.61053
1.554,-0.82783
1.555,-0.96373
1.556,-1.00507
1.557,-0.91043
1.558,-0.73444
1.559,-0.47085
1.56,-0.1643
1.561,0.16442
1.562,0.47237
1.563,0.73352
1.564,0.92917
1.565,0.98758
1.566,0.96067
1.567,0.81941
1.568,0.5979
1.569,0.30134
1.57,-0.02221
1.571,-0.3491
1.572,-0.64
1.573,-0.84536
1.574,-0.97415
1.575,-0.9969
1.576,-0.90281
1.577,-0.7043
1.578,-0.44771
1.579,-0.12911
1.58,0.20613
1.581,0.5098
1.582,0.77747
1.583,0.92762
1.584,0.99129
1.585,0.95401
1.586,0.80249
1.587,0.55751
1.588,0.27003
1.589,-0.07172
1.59,-0.39298
1.591,-0.67723
1.592,-0.88383
1.593,-0.99364
1.594,-0.98977
1.595,-0.87252
1.596,-0.66604
1.597,-0.40152
1.598,-0.07044
1.599,0.25256
1.6,0.56473
1.601,0.80132
1.602,0.94111
1.603,0.99037
1.604,0.9318
1.605,0.76874
1.606,0.53391
1.607,0.21806
1.608,-0.10323
1.609,-0.43008
1.61,-0.70132
1.611,-0.89301
1.612,-0.98893
1.613,-0.9797
1.614,-0.85836
1.615,-0.64955
1.616,-0.35773
1.617,-0.03281
1.618,0.30055
1.619,0.59189
1.62,0.81931
1.621,0.96382
1.622,0.99371
1.623,0.92872
1.624,0.74294
1.625,0.49571
1.626,0.16797
1.627,-0.15181
1.628,-0.46841
1.629,-0.73675
1.63,-0.92156
1.631,-1.0046
1.632,-0.95913
1.633,-0.82833
1.634,-0.60274
1.635,-0.30856
1.636,0.00316
1.637,0.33918
1.638,0.6271
1.639,0.85419
1.64,0.96964
1.641,1.00018
1.642,0.90295
1.643,0.71645
1.644,0.45427
1.645,0.12681
1.646,-0.19732
1.647,-0.51263
1.648,-0.76055
1.649,-0.9399
1.65,-1.00349
1.651,-0.96654
1.652,-0.8049
1.653,-0.57877
1.654,-0.26489
1.655,0.0515
1.656,0.37257
1.657,0.65692
1.658,0.87038
1.659,0.98743
1.66,0.99439
1.661,0.88258
1.662,0.6875
1.663,0.40082
1.664,0.09023
1.665,-0.24664
1.666,-0.53836
1.667,-0.79634
1.668,-0.9565
1.669,-0.99991
1.67,-0.93567
1.671,-0.79056
1.672,-0.53229
1.673,-0.23594
1.674,0.09776
1.675,0.41245
1.676,0.69963
1.677,0.89912
1.678,0.98644
1.679,0.98022
1.68,0.87314
1.681,0.65784
1.682,0.36473
1.683,0.0533
1.684,-0.27803
1.685,-0.59005
1.686,-0.80905
1.687,-0.96536
1.688,-1.00042
1.689,-0.92255
1.69,-0.76451
1.691,-0.50889
1.692,-0.18892
1.693,0.13392
1.694,0.45322
1.695,0.71679
1.696,0.90871
1.697,0.99125
1.698,0.96732
1.699,0.8433
1.7,0.62533
1.701,0.33181
1.702,-0.00304
1.703,-0.32512
1.704,-0.62522
1.705,-0.83565
1.706,-0.97424
1.707,-0.98831
1.708,-0.91699
1.709,-0.73166
1.71,-0.46941
1.711,-0.15359
1.712,0.19369
1.713,0.49873
1.714,0.74963
1.715,0.93408
1.716,0.99691
1.717,0.95711
1.718,0.82602
1.719,0.57382
1.72,0.28045
1.721,-0.05258
1.722,-0.37688
1.723,-0.64945
1.724,-0.86267
1.725,-0.9787
1.726,-0.9912
1.727,-0.89362
1.728,-0.68651
1.729,-0.4175
1.73,-0.09383
1.731,0.22289
1.732,0.53698
1.733,0.78739
1.734,0.93646
1.735,1.00564
1.736,0.9483
1.737,0.79775
1.738,0.54595
1.739,0.23645
1.74,-0.09284
1.741,-0.41296
1.742,-0.67423
1.743,-0.8913
1.744,-0.98995
1.745,-0.98138
1.746,-0.87491
1.747,-0.66863
1.748,-0.3754
1.749,-0.06718
1.75,0.28007
1.751,0.56768
1.752,0.81706
1.753,0.96585
1.754,1.00425
1.755,0.94055
1.756,0.75798
1.757,0.50985
1.758,0.19865
1.759,-0.12505
1.76,-0.45383
1.761,-0.72027
1.762,-0.89887
1.763,-1.0018
1.764,-0.98208
1.765,-0.84428
1.766,-0.63534
1.767,-0.33253
1.768,-0.00967
1.769,0.31025
1.77,0.60853
1.771,0.82407
1.772,0.97075
1.773,0.99686
1.774,0.91661
1.775,0.72852
1.776,0.47218
1.777,0.16102
1.778,-0.18383
1.779,-0.49104
1.78,-0.74703
1.781,-0.92146
1.782,-0.99416
1.783,-0.96162
1.784,-0.82651
1.785,-0.58855
1.786,-0.30635
1.787,0.02978
1.788,0.35419
1.789,0.64701
1.79,0.86645
1.791,0.9727
1.792,1.00195
1.793,0.89524
1.794,0.71216
1.795,0.43445
1.796,0.12189
1.797,-0.22086
1.798,-0.53266
1.799,-0.77978
1.8,-0.93748
1.801,-0.9981
1.802,-0.95072
1.803,-0.78841
1.804,-0.56024
1.805,-0.25468
1.806,0.07122
1.807,0.39128
1.808,0.66849
1.809,0.874
1.81,0.97683
1.811,0.9919
1.812,0.88612
1.813,0.67475
1.814,0.38914
1.815,0.06728
1.816,-0.26227
1.817,-0.55699
1.818,-0.80182
1.819,-0.94626
1.82,-0.99827
1.821,-0.92926
1.822,-0.77141
1.823,-0.51374
1.824,-0.20941
1.825,0.1198
1.826,0.42722
1.827,0.71312
1.828,0.89792
1.829,0.9992
1.83,0.97591
1.831,0.84764
1.832,0.62825
1.833,0.35983
1.834,0.02799
1.835,-0.29563
1.836,-0.6046
1.837,-0.82235
1.838,-0.97288
1.839,-0.99682
1.84,-0.92639
1.841,-0.73769
1.842,-0.48031
1.843,-0.17155
1.844,0.16639
1.845,0.47896
1.846,0.7449
1.847,0.9266
1.848,0.99111
1.849,0.95906
1.85,0.83261
1.851,0.61293
1.852,0.30018
1.853,-0.01885
1.854,-0.33545
1.855,-0.64144
1.856,-0.84329
1.857,-0.97976
1.858,-0.99431
1.859,-0.9002
1.86,-0.71564
1.861,-0.44971
1.862,-0.1287
1.863,0.20952
1.864,0.51154
1.865,0.7618
1.866,0.92812
1.867,1.00269
1.868,0.94641
1.869,0.80756
1.87,0.55936
1.871,0.27686
1.872,-0.06543
1.873,-0.38927
1.874,-0.67242
1.875,-0.86558
1.876,-0.9916
1.877,-0.97793
1.878,-0.8857
1.879,-0.68673
1.88,-0.39485
1.881,-0.09116
1.882,0.24917
1.883,0.5535
1.884,0.7842
1.885,0.94356
1.886,0.99457
1.887,0.93947
1.888,0.78043
1.889,0.52593
1.89,0.23055
1.891,-0.10813
1.892,-0.4303
1.893,-0.70201
1.894,-0.88614
1.895,-0.99039
1.896,-0.97514
1.897,-0.8707
1.898,-0.64043
1.899,-0.37086
1.9,-0.0471
1.901,0.29813
1.902,0.59245
1.903,0.82202
1.904,0.96873
1.905,1.00748
1.906,0.91939
1.907,0.74151
1.908,0.50119
1.909,0.17487
1.91,-0.14971
1.911,-0.46128
1.912,-0.73038
1.913,-0.9165
1.914,-0.99083
1.915,-0.97869
1.916,-0.83639
1.917,-0.61911
1.918,-0.31837
1.919,0.00424
1.92,0.32329
1.921,0.6291
1.922,0.84739
1.923,0.97613
1.924,1.00125
1.925,0.906
1.926,0.71642
1.927,0.45414
1.928,0.13099
1.929,-0.18608
1.93,-0.5027
1.931,-0.74823
1.932,-0.93873
1.933,-0.9892
1.934,-0.96732
1.935,-0.80926
1.936,-0.57173
1.937,-0.28465
1.938,0.05355
1.939,0.37066
1.94,0.65609
1.941,0.86637
1.942,0.98303
1.943,0.99095
1.944,0.88375
1.945,0.68694
1.946,0.41101
1.947,0.09304
1.948,-0.23318
1.949,-0.53335
1.95,-0.78437
1.951,-0.9546
1.952,-1.00177
1.953,-0.94543
1.954,-0.79018
1.955,-0.53465
1.956,-0.23903
1.957,0.08868
1.958,0.41182
1.959,0.68781
1.96,0.89243
1.961,0.98027
1.962,0.98904
1.963,0.86523
1.964,0.65039
1.965,0.37395
1.966,0.05817
1.967,-0.27926
1.968,-0.58
1.969,-0.81898
1.97,-0.96527
1.971,-0.99374
1.972,-0.92963
1.973,-0.74922
1.974,-0.50794
1.975,-0.20289
1.976,0.13245
1.977,0.46042
1.978,0.7293
1.979,0.90135
1.98,0.99868
1.981,0.97178
1.982,0.8372
1.983,0.62254
1.984,0.33034
1.985,0.00829
1.986,-0.32668
1.987,-0.61171
1.988,-0.8413
1.989,-0.96068
1.99,-0.99048
1.991,-0.91148
1.992,-0.73589
1.993,-0.46669
1.994,-0.15978
1.995,0.1875
1.996,0.49187
1.997,0.74541
1.998,0.93042
1.999,0.99264
2.0,0.95313
2.001,0.81443
2.002,0.59833
2.003,0.29976
2.004,-0.04408
2.005,-0.36883
2.006,-0.63805
2.007,-0.85249
2.008,-0.97203
2.009,-0.98424
2.01,-0.89936
2.011,-0.69654
2.012,-0.42151
2.013,-0.10957
2.014,0.22296
2.015,0.52999
2.016,0.77872
2.017,0.93115
2.018,0.99862
2.019,0.94988
2.02,0.78476
2.021,0.55042
2.022,0.25894
2.023,-0.08828
2.024,-0.40541
2.025,-0.67167
2.026,-0.88876
2.027,-0.98719
2.028,-0.98021
2.029,-0.87628
2.03,-0.65919
2.031,-0.38084
2.032,-0.05858
2.033,0.27011
2.034,0.56323
2.035,0.80661
2.036,0.94885
2.037,0.99815
2.038,0.93981
2.039,0.76545
2.04,0.51073
2.041,0.19726
2.042,-0.11905
2.043,-0.44294
2.044,-0.71344
2.045,-0.89609
2.046,-0.98935
2.047,-0.98124
2.048,-0.84973
2.049,-0.62654
2.05,-0.34456
2.051,-0.01778
2.052,0.31528
2.053,0.59742
2.054,0.82659
2.055,0.96498
2.056,0.99643
2.057,0.92041
2.058,0.74066
2.059,0.48022
2.06,0.1698
2.061,-0.17603
2.062,-0.4737
2.063,-0.74956
2.064,-0.92943
2.065,-0.99257
2.066,-0.96915
2.067,-0.83758
2.068,-0.59285
2.069,-0.29459
2.07,0.03373
2.071,0.35485
2.072,0.64668
2.073,0.86214
2.074,0.98462
2.075,0.99657
2.076,0.89578
2.077,0.70344
2.078,0.43776
2.079,0.11753
2.08,-0.21684
2.081,-0.51385
2.082,-0.76712
2.083,-0.92865
2.084,-0.9948
2.085,-0.95444
2.086,-0.80967
2.087,-0.56548
2.088,-0.26047
2.089,0.06787
2.09,0.39893
2.091,0.67667
2.092,0.88547
2.093,0.98429
2.094,0.97973
2.095,0.87709
2.096,0.68435
2.097,0.39799
2.098,0.07588
2.099,-0.24504
2.1,-0.54894
2.101,-0.795
2.102,-0.95498
2.103,-1.00954
2.104,-0.92976
2.105,-0.76605
2.106,-0.5237
2.107,-0.21937
2.108,0.10285
2.109,0.43822
2.11,0.71164
2.111,0.90521
2.112,0.99009
2.113,0.97197
2.114,0.8574
2.115,0.64823
2.116,0.3494
2.117,0.03233
2.118,-0.29886
2.119,-0.59626
2.12,-0.82305
2.121,-0.96866
2.122,-0.99879
2.123,-0.92676
2.124,-0.74165
2.125,-0.4955
2.126,-0.16933
2.127,0.15814
2.128,0.46939
2.129,0.73148
2.13,0.91524
2.131,0.99542
2.132,0.9749
2.133,0.83028
2.134,0.61298
2.135,0.30736
2.136,-0.006
2.137,-0.32883
2.138,-0.63329
2.139,-0.84439
2.14,-0.96719
2.141,-0.99586
2.142,-0.90147
2.143,-0.72531
2.144,-0.44349
2.145,-0.13076
2.146,0.20054
2.147,0.50532
2.148,0.76975
2.149,0.9397
2.15,0.99076
2.151,0.94932
2.152,0.80798
2.153,0.57033
2.154,0.27659
2.155,-0.0568
2.156,-0.37351
2.157,-0.66448
2.158,-0.87008
2.159,-0.98675
2.16,-0.98934
2.161,-0.88554
2.162,-0.69399
2.163,-0.40657
2.164,-0.09428
2.165,0.24554
2.166,0.54099
2.167,0.77977
2.168,0.95614
2.169,1.00832
2.17,0.9347
2.171,0.78739
2.172,0.53381
2.173,0.23763
2.174,-0.10859
2.175,-0.41221
2.176,-0.69917
2.177,-0.89957
2.178,-0.99462
2.179,-0.99004
2.18,-0.87253
2.181,-0.64352
2.182,-0.36669
2.183,-0.05166
2.184,0.28663
2.185,0.58851
2.186,0.82496
2.187,0.96485
2.188,1.00239
2.189,0.91962
2.19,0.76413
2.191,0.50714
2.192,0.18092
2.193,-0.13699
2.194,-0.45248
2.195,-0.72269
2.196,-0.91139
2.197,-0.99307
2.198,-0.96691
2.199,-0.84177
2.2,-0.62469
2.201,-0.32108
2.202,0.00878
2.203,0.32805
2.204,0.60986
2.205,0.83062
2.206,0.96237
2.207,0.99694
2.208,0.90263
2.209,0.72797
2.21,0.45931
2.211,0.14329
2.212,-0.19632
2.213,-0.4905
2.214,-0.7495
2.215,-0.92822
2.216,-1.0008
2.217,-0.9674
2.218,-0.8229
2.219,-0.59121
2.22,-0.27873
2.221,0.04906
2.222,0.36555
2.223,0.65663
2.224,0.85539
2.225,0.98323
2.226,0.99713
2.227,0.88232
2.228,0.69613
2.229,0.42344
2.23,0.09646
2.231,-0.22551
2.232,-0.54314
2.233,-0.77705
2.234,-0.93496
2.235,-1.00304
2.236,-0.93997
2.237,-0.78395
2.238,-0.54256
2.239,-0.2347
2.24,0.083
2.241,0.41591
2.242,0.68389
2.243,0.87749
2.244,0.98279
2.245,0.97923
2.246,0.87229
2.247,0.66695
2.248,0.38803
2.249,0.06424
2.25,-0.27499
2.251,-0.577
2.252,-0.79855
2.253,-0.96055
2.254,-1.0057
2.255,-0.93855
2.256,-0.76841
2.257,-0.50087
2.258,-0.20122
2.259,0.13063
2.26,0.45409
2.261,0.71351
2.262,0.90131
2.263,0.99127
2.264,0.9822
2.265,0.8428
2.266,0.62127
2.267,0.34565
2.268,0.01253
2.269,-0.31401
2.27,-0.59732
2.271,-0.82458
2.272,-0.96611
2.273,-0.99323
2.274,-0.90721
2.275,-0.72857
2.276,-0.46325
2.277,-0.1537
2.278,0.17067
2.279,0.47697
2.28,0.75038
2.281,0.93082
2.282,0.99857
2.283,0.95679
2.284,0.82509
2.285,0.60015
2.286,0.304
2.287,-0.02349
2.288,-0.35276
2.289,-0.63965
2.29,-0.86261
2.291,-0.98
2.292,-0.98807
2.293,-0.888
2.294,-0.70149
2.295,-0.44123
2.296,-0.10968
2.297,0.22338
2.298,0.51565
2.299,0.76965
2.3,0.9469
2.301,1.00639
2.302,0.9527
2.303,0.80095
2.304,0.56141
2.305,0.24894
2.306,-0.06571
2.307,-0.39021
2.308,-0.67531
2.309,-0.8701
2.31,-0.98449
2.311,-0.9834
2.312,-0.86884
2.313,-0.66155
2.314,-0.40074
2.315,-0.06358
2.316,0.25244
2.317,0.5545
2.318,0.79553
2.319,0.94407
2.32,0.99528
2.321,0.93443
2.322,0.78009
2.323,0.52659
2.324,0.20548
2.325,-0.12262
2.326,-0.44612
2.327,-0.70889
2.328,-0.89243
2.329,-0.98566
2.33,-0.97202
2.331,-0.86105
2.332,-0.643
2.333,-0.34745
2.334,-0.03542
2.335,0.29477
2.336,0.59355
2.337,0.81953
2.338,0.9556
2.339,0.99581
2.34,0.92696
2.341,0.7523
2.342,0.47373
2.343,0.17313
2.344,-0.17126
2.345,-0.48455
2.346,-0.74111
2.347,-0.91472
2.348,-0.99073
2.349,-0.95743
2.35,-0.82495
2.351,-0.60448
2.352,-0.30396
2.353,0.02435
2.354,0.34766
2.355,0.64158
2.356,0.84615
2.357,0.98142
2.358,1.00245
2.359,0.89806
2.36,0.72169
2.361,0.44344
2.362,0.13423
2.363,-0.19547
2.364,-0.51718
2.365,-0.77347
2.366,-0.93034
2.367,-0.99768
2.368,-0.94574
2.369,-0.8068
2.37,-0.57577
2.371,-0.2705
2.372,0.067
2.373,0.37775
2.374,0.6601
2.375,0.87315
2.376,0.98934
2.377,0.98567
2.378,0.88597
2.379,0.67891
2.38,0.40112
2.381,0.08041
2.382,-0.24658
2.383,-0.55892
2.384,-0.79272
2.385,-0.95009
2.386,-1.00706
2.387,-0.95075
2.388,-0.78441
2.389,-0.53028
2.39,-0.2182
2.391,0.10885
2.392,0.41934
2.393,0.70023
2.394,0.88968
2.395,0.98644
2.396,0.97829
2.397,0.85163
2.398,0.65692
2.399,0.36259
2.4,0.03069
2.401,-0.28317
2.402,-0.5964
2.403,-0.82489
2.404,-0.96888
2.405,-0.99971
2.406,-0.9215
2.407,-0.74615
2.408,-0.49529
2.409,-0.17891
2.41,0.14912
2.411,0.46131
2.412,0.72936
2.413,0.91784
2.414,1.0059
2.415,0.97422
2.416,0.83011
2.417,0.61199
2.418,0.32795
2.419,0.00199
2.42,-0.33553
2.421,-0.62872
2.422,-0.84889
2.423,-0.96553
2.424,-0.99328
2.425,-0.91315
2.426,-0.71767
2.427,-0.45387
2.428,-0.13622
2.429,0.1907
2.43,0.51162
2.431,0.75672
2.432,0.92836
2.433,1.00646
2.434,0.96716
2.435,0.81637
2.436,0.5721
2.437,0.27175
2.438,-0.051
2.439,-0.36855
2.44,-0.65275
2.441,-0.8629
2.442,-0.97223
2.443,-0.98024
2.444,-0.88188
2.445,-0.68058
2.446,-0.418
2.447,-0.08969
2.448,0.23381
2.449,0.5416
2.45,0.79161
2.451,0.95363
2.452,1.00279
2.453,0.93595
2.454,0.78667
2.455,0.53232
2.456,0.24464
2.457,-0.09811
2.458,-0.42169
2.459,-0.6837
2.46,-0.88477
2.461,-0.99022
2.462,-0.98634
2.463,-0.87463
2.464,-0.6617
2.465,-0.38374
2.466,-0.04677
2.467,0.2852
2.468,0.57419
2.469,0.80271
2.47,0.95233
2.471,1.00903
2.472,0.92797
2.473,0.75895
2.474,0.49732
2.475,0.1884
2.476,-0.13075
2.477,-0.44664
2.478,-0.71701
2.479,-0.91056
2.48,-0.99107
2.481,-0.98163
2.482,-0.8422
2.483,-0.61597
2.484,-0.33215
2.485,-0.0061
2.486,0.32161
2.487,0.60453
2.488,0.84255
2.489,0.97436
2.49,0.99637
2.491,0.92067
2.492,0.72991
2.493,0.46945
2.494,0.14907
2.495,-0.17346
2.496,-0.49186
2.497,-0.75493
2.498,-0.93244
2.499,-0.99343
2.5,-0.9532
2.501,-0.81291
2.502,-0.58592
2.503,-0.29539
2.504,0.04171
2.505,0.35413
2.506,0.64359
2.507,0.86352
2.508,0.98315
2.509,0.99421
2.51,0.88818
2.511,0.69695
2.512,0.42572
2.513,0.11172
2.514,-0.21351
2.515,-0.53272
2.516,-0.78289
2.517,-0.94472
2.518,-1.00969
2.519,-0.94048
2.52,-0.7854
2.521,-0.55122
2.522,-0.25441
2.523,0.08064
2.524,0.39489
2.525,0.67783
2.526,0.88347
2.527,0.97925
2.528,0.98821
2.529,0.87168
2.53,0.6574
2.531,0.38113
2.532,0.07223
2.533,-0.27395
2.534,-0.57036
2.535,-0.79505
2.536,-0.94547
2.537,-0.99609
2.538,-0.92486
2.539,-0.77134
2.54,-0.51638
2.541,-0.19713
2.542,0.12278
2.543,0.43807
2.544,0.70942
2.545,0.89345
2.546,0.99492
2.547,0.98456
2.548,0.8608
2.549,0.63136
2.55,0.34259
2.551,0.01696
2.552,-0.31018
2.553,-0.60657
2.554,-0.83251
2.555,-0.96754
2.556,-1.00099
2.557,-0.92543
2.558,-0.74222
2.559,-0.47083
2.56,-0.16851
2.561,0.1637
2.562,0.48055
2.563,0.7313
2.564,0.92015
2.565,1.00444
2.566,0.96941
2.567,0.81878
2.568,0.59944
2.569,0.30248
2.57,-0.02459
2.571,-0.35503
2.572,-0.63523
2.573,-0.86211
2.574,-0.98145
2.575,-0.9969
2.576,-0.89461
2.577,-0.70755
2.578,-0.43649
2.579,-0.12818
2.58,0.2112
2.581,0.52869
2.582,0.76916
2.583,0.9347
2.584,1.0084
2.585,0.9482
2.586,0.80507
2.587,0.56505
2.588,0.2523
2.589,-0.07308
2.59,-0.39683
2.591,-0.67023
2.592,-0.8809
2.593,-0.98567
2.594,-0.9822
2.595,-0.88168
2.596,-0.67687
2.597,-0.38919
2.598,-0.08028
2.599,0.25538
2.6,0.55547
2.601,0.78806
2.602,0.94539
2.603,0.99658
2.604,0.94856
2.605,0.78335
2.606,0.52012
2.607,0.21527
2.608,-0.10318
2.609,-0.43839
2.61,-0.69817
2.611,-0.89859
2.612,-0.98546
2.613,-0.98186
2.614,-0.8482
2.615,-0.65254
2.616,-0.36513
2.617,-0.02817
2.618,0.29516
2.619,0.60159
2.62,0.83172
2.621,0.96536
2.622,0.99604
2.623,0.92096
2.624,0.7537
2.625,0.4806
2.626,0.17482
2.627,-0.16156
2.628,-0.47909
2.629,-0.73091
2.63,-0.91218
2.631,-0.9902
2.632,-0.97877
2.633,-0.82883
2.634,-0.60095
2.635,-0.31951
2.636,0.00514
2.637,0.34485
2.638,0.6244
2.639,0.85254
2.64,0.96837
2.641,0.99746
2.642,0.90067
2.643,0.71872
2.644,0.45888
2.645,0.13964
2.646,-0.20645
2.647,-0.50767
2.648,-0.7678
2.649,-0.92594
2.65,-1.00807
2.651,-0.95297
2.652,-0.80621
2.653,-0.58294
2.654,-0.26468
2.655,0.05209
2.656,0.37206
2.657,0.65842
2.658,0.86376
2.659,0.97636
2.66,0.98136
2.661,0.88002
2.662,0.68063
2.663,0.40929
2.664,0.09101
2.665,-0.23642
2.666,-0.54586
2.667,-0.79062
2.668,-0.93722
2.669,-0.99045
2.67,-0.94359
2.671,-0.7868
2.672,-0.52914
2.673,-0.22755
2.674,0.09483
2.675,0.426
2.676,0.70211
2.677,0.89572
2.678,0.98041
2.679,0.9823
2.68,0.86617
2.681,0.66089
2.682,0.37681
2.683,0.05156
2.684,-0.28211
2.685,-0.5897
2.686,-0.81032
2.687,-0.9685
2.688,-1.00191
2.689,-0.92697
2.69,-0.75059
2.691,-0.50413
2.692,-0.18834
2.693,0.15051
2.694,0.45415
2.695,0.727
2.696,0.9091
2.697,0.99024
2.698,0.97572
2.699,0.84078
2.7,0.62204
2.701,0.32955
2.702,0.00394
2.703,-0.33554
2.704,-0.6251
2.705,-0.84962
2.706,-0.97391
2.707,-0.99354
2.708,-0.91704
2.709,-0.72102
2.71,-0.46043
2.711,-0.14605
2.712,0.17755
2.713,0.5006
2.714,0.75702
2.715,0.92682
2.716,1.00325
2.717,0.95619
2.718,0.82012
2.719,0.57623
2.72,0.27911
2.721,-0.04738
2.722,-0.36966
2.723,-0.64992
2.724,-0.86787
2.725,-0.98792
2.726,-0.9909
2.727,-0.89643
2.728,-0.69345
2.729,-0.43049
2.73,-0.0957
2.731,0.23132
2.732,0.54088
2.733,0.78091
2.734,0.95062
2.735,1.0001
2.736,0.9403
2.737,0.78691
2.738,0.5496
2.739,0.25115
2.74,-0.08347
2.741,-0.40321
2.742,-0.68311
2.743,-0.88325
2.744,-0.9818
2.745,-0.97948
2.746,-0.87531
2.747,-0.6662
2.748,-0.37813
2.749,-0.06268
2.75,0.27461
2.751,0.57057
2.752,0.79889
2.753,0.9589
2.754,0.98937
2.755,0.94231
2.756,0.75868
2.757,0.50279
2.758,0.20315
2.759,-0.12477
2.76,-0.45512
2.761,-0.7059
2.762,-0.91021
2.763,-1.00329
2.764,-0.96487
2.765,-0.85441
2.766,-0.6306
2.767,-0.33616
2.768,-0.02151
2.769,0.31737
2.77,0.60901
2.771,0.83833
2.772,0.97309
2.773,1.0007
2.774,0.90907
2.775,0.72713
2.776,0.47653
2.777,0.15018
2.778,-0.17769
2.779,-0.47925
2.78,-0.75335
2.781,-0.93191
2.782,-1.00252
2.783,-0.97221
2.784,-0.82085
2.785,-0.59355
2.786,-0.28901
2.787,0.03023
2.788,0.36398
2.789,0.63607
2.79,0.848
2.791,0.97131
2.792,0.99715
2.793,0.89115
2.794,0.71265
2.795,0.43549
2.796,0.10749
2.797,-0.20999
2.798,-0.5314
2.799,-0.77028
2.8,-0.94012
2.801,-1.00861
2.802,-0.94263
2.803,-0.79919
2.804,-0.54979
2.805,-0.25219
2.806,0.06451
2.807,0.38753
2.808,0.6656
2.809,0.88127
2.81,0.98466
2.811,0.97584
2.812,0.87693
2.813,0.66615
2.814,0.38322
2.815,0.07458
2.816,-0.25545
2.817,-0.56624
2.818,-0.79288
2.819,-0.95262
2.82,-0.9944
2.821,-0.92914
2.822,-0.7801
2.823,-0.51616
2.824,-0.21172
2.825,0.12215
2.826,0.42956
2.827,0.70348
2.828,0.90758
2.829,0.98441
2.83,0.96821
2.831,0.85701
2.832,0.64057
2.833,0.34789
2.834,0.02177
2.835,-0.29449
2.836,-0.59132
2.837,-0.81755
2.838,-0.9699
2.839,-0.99451
2.84,-0.91865
2.841,-0.74534
2.842,-0.48979
2.843,-0.16055
2.844,0.1679
2.845,0.48425
2.846,0.73465
2.847,0.91379
2.848,0.99699
2.849,0.96322
2.85,0.8247
2.851,0.59496
2.852,0.31411
2.853,-0.01775
2.854,-0.34355
2.855,-0.62583
2.856,-0.85579
2.857,-0.97783
2.858,-0.99961
2.859,-0.90089
2.86,-0.71702
2.861,-0.44438
2.862,-0.11863
2.863,0.21177
2.864,0.51775
2.865,0.75965
2.866,0.9431
2.867,1.00674
2.868,0.94717
2.869,0.81152
2.87,0.56179
2.871,0.26931
2.872,-0.06507
2.873,-0.3815
2.874,-0.65626
2.875,-0.87364
2.876,-0.99154
2.877,-0.98504
2.878,-0.87544
2.879,-0.68282
2.88,-0.39773
2.881,-0.08984
2.882,0.24608
2.883,0.55239
2.884,0.80199
2.885,0.95007
2.886,1.00047
2.887,0.93897
2.888,0.78755
2.889,0.53018
2.89,0.22291
2.891,-0.1069
2.892,-0.42553
2.893,-0.70037
2.894,-0.89616
2.895,-0.98205
2.896,-0.98909
2.897,-0.85443
2.898,-0.6422
2.899,-0.36819
2.9,-0.0439
2.901,0.28427
2.902,0.58366
2.903,0.8098
2.904,0.95872
2.905,1.00412
2.906,0.93501
2.907,0.7468
2.908,0.50214
2.909,0.18478
2.91,-0.14102
2.911,-0.46539
2.912,-0.72523
2.913,-0.91212
2.914,-0.98749
2.915,-0.96114
2.916,-0.83257
2.917,-0.62028
2.918,-0.32027
2.919,0.0094
2.92,0.33502
2.921,0.62236
2.922,0.83769
2.923,0.98051
2.924,1.00137
2.925,0.90479
2.926,0.73076
2.927,0.45687
2.928,0.14411
2.929,-0.18605
2.93,-0.50805
2.931,-0.76199
2.932,-0.93292
2.933,-0.9903
2.934,-0.96409
2.935,-0.8223
2.936,-0.57327
2.937,-0.28357
2.938,0.05198
2.939,0.3689
2.94,0.65183
2.941,0.86666
2.942,0.9828
2.943,0.9908
2.944,0.88781
2.945,0.68608
2.946,0.41429
2.947,0.10473
