position,amplitude
1.473,-0.75979
1.474,-0.95901
1.475,-0.99054
1.476,-0.85848
1.477,-0.57775
1.478,-0.19476
1.479,0.22561
1.48,0.59689
1.481,0.86981
1.482,0.98587
1.483,0.94474
1.484,0.74705
1.485,0.4315
1.486,0.0155
1.487,-0.39266
1.488,-0.72987
1.489,-0.93865
1.49,-0.99511
1.491,-0.88937
1.492,-0.62053
1.493,-0.24799
1.494,0.15465
1.495,0.54541
1.496,0.832
1.497,0.97936
1.498,0.96616
1.499,0.79129
1.5,0.47503
1.501,0.0931
1.502,-0.32812
1.503,-0.67535
1.504,-0.92085
1.505,-1.00254
1.506,-0.91455
1.507,-0.67751
1.508,-0.30955
1.509,0.09722
1.51,0.49434
1.511,0.79292
1.512,0.9731
1.513,0.9763
1.514,0.82797
1.515,0.53752
1.516,0.14282
1.517,-0.27397
1.518,-0.63762
1.519,-0.88068
1.52,-0.99702
1.521,-0.93361
1.522,-0.71077
1.523,-0.37206
1.524,0.02135
1.525,0.4196
1.526,0.75037
1.527,0.95269
1.528,1.0015
1.529,0.87106
1.53,0.5867
1.531,0.21685
1.532,-0.20622
1.533,-0.57321
1.534,-0.8646
1.535,-0.99088
1.536,-0.9621
1.537,-0.76408
1.538,-0.44279
1.539,-0.0345
1.54,0.37539
1.541,0.72181
1.542,0.93965
1.543,1.00714
1.544,0.89881
1.545,0.64157
1.546,0.26921
1.547,-0.14978
1.548,-0.5353
1.549,-0.82964
1.55,-0.97685
1.551,-0.96432
1.552,-0.79904
1.553,-0.49084
1.554,-0.10398
1.555,0.31808
1.556,0.66753
1.557,0.91301
1.558,1.00061
1.559,0.92115
1.56,0.69051
1.561,0.33126
1.562,-0.08604
1.563,-0.47687
1.564,-0.79397
1.565,-0.96152
1.566,-0.98882
1.567,-0.83195
1.568,-0.54467
1.569,-0.15756
1.57,0.25454
1.571,0.6204
1.572,0.87904
1.573,0.98986
1.574,0.94257
1.575,0.72092
1.576,0.39449
1.577,-0.0257
1.578,-0.41183
1.579,-0.74297
1.58,-0.95071
1.581,-1.00215
1.582,-0.86631
1.583,-0.58677
1.584,-0.22711
1.585,0.18506
1.586,0.56172
1.587,0.85778
1.588,0.9888
1.589,0.95545
1.59,0.76013
1.591,0.43905
1.592,0.05066
1.593,-0.3586
1.594,-0.70346
1.595,-0.92732
1.596,-0.99056
1.597,-0.90399
1.598,-0.64457
1.599,-0.28131
1.6,0.13715
1.601,0.52175
1.602,0.8228
1.603,0.98757
1.604,0.97196
1.605,0.81032
1.606,0.50121
1.607,0.111
1.608,-0.29227
1.609,-0.66199
1.61,-0.9126
1.611,-0.99334
1.612,-0.9226
1.613,-0.68655
1.614,-0.3507
1.615,0.0578
1.616,0.47122
1.617,0.78306
1.618,0.96794
1.619,0.98153
1.62,0.84449
1.621,0.55425
1.622,0.16139
1.623,-0.23983
1.624,-0.61404
1.625,-0.88056
1.626,-1.00575
1.627,-0.93726
1.628,-0.7358
1.629,-0.40789
1.63,0.00849
1.631,0.41522
1.632,0.74797
1.633,0.94974
1.634,1.00144
1.635,0.8789
1.636,0.60068
1.637,0.23343
1.638,-0.18611
1.639,-0.56513
1.64,-0.84372
1.641,-0.98184
1.642,-0.96271
1.643,-0.76755
1.644,-0.44841
1.645,-0.0674
1.646,0.35623
1.647,0.68933
1.648,0.9329
1.649,0.99564
1.65,0.91298
1.651,0.65471
1.652,0.28766
1.653,-0.1202
1.654,-0.50357
1.655,-0.80484
1.656,-0.97446
1.657,-0.9838
1.658,-0.80457
1.659,-0.51171
1.66,-0.12182
1.661,0.28191
1.662,0.65567
1.663,0.9002
1.664,1.00329
1.665,0.92246
1.666,0.69488
1.667,0.34404
1.668,-0.04974
1.669,-0.44289
1.67,-0.78023
1.671,-0.96852
1.672,-0.99925
1.673,-0.85535
1.674,-0.5655
1.675,-0.17855
1.676,0.23826
1.677,0.60347
1.678,0.87856
1.679,0.98947
1.68,0.94047
1.681,0.74836
1.682,0.41314
1.683,0.00059
1.684,-0.39795
1.685,-0.7302
1.686,-0.94096
1.687,-0.99313
1.688,-0.87773
1.689,-0.61954
1.69,-0.23619
1.691,0.15989
1.692,0.54805
1.693,0.83764
1.694,0.99156
1.695,0.96456
1.696,0.78877
1.697,0.4693
1.698,0.07177
1.699,-0.33233
1.7,-0.69018
1.701,-0.91458
1.702,-0.9921
1.703,-0.90728
1.704,-0.65644
1.705,-0.30758
1.706,0.10514
1.707,0.49548
1.708,0.7976
1.709,0.97002
1.71,0.97455
1.711,0.81927
1.712,0.51336
1.713,0.13373
1.714,-0.28575
1.715,-0.63775
1.716,-0.89482
1.717,-1.00468
1.718,-0.94223
1.719,-0.70352
1.72,-0.35667
1.721,0.0431
1.722,0.43966
1.723,0.76438
1.724,0.96433
1.725,0.98171
1.726,0.86231
1.727,0.58261
1.728,0.2004
1.729,-0.2207
1.73,-0.58749
1.731,-0.85658
1.732,-0.9976
1.733,-0.94959
1.734,-0.7563
1.735,-0.41238
1.736,-0.02779
1.737,0.37802
1.738,0.73194
1.739,0.93239
1.74,0.99283
1.741,0.89125
1.742,0.63038
1.743,0.26567
1.744,-0.16037
1.745,-0.54137
1.746,-0.83421
1.747,-0.97653
1.748,-0.9622
1.749,-0.79402
1.75,-0.47035
1.751,-0.07935
1.752,0.33063
1.753,0.67943
1.754,0.92563
1.755,1.00491
1.756,0.91673
1.757,0.66739
1.758,0.31548
1.759,-0.08626
1.76,-0.47761
1.761,-0.78931
1.762,-0.98169
1.763,-0.98821
1.764,-0.83522
1.765,-0.53141
1.766,-0.137
1.767,0.26805
1.768,0.6259
1.769,0.8888
1.77,1.00054
1.771,0.9277
1.772,0.70934
1.773,0.37805
1.774,-0.03876
1.775,-0.43534
1.776,-0.74843
1.777,-0.9591
1.778,-0.99067
1.779,-0.85853
1.78,-0.58428
1.781,-0.20683
1.782,0.20642
1.783,0.58764
1.784,0.86881
1.785,0.99835
1.786,0.94824
1.787,0.75341
1.788,0.43266
1.789,0.04163
1.79,-0.36956
1.791,-0.72219
1.792,-0.93132
1.793,-1.00203
1.794,-0.88927
1.795,-0.64199
1.796,-0.26998
1.797,0.14989
1.798,0.52487
1.799,0.81749
1.8,0.97878
1.801,0.96422
1.802,0.79324
1.803,0.48928
1.804,0.09984
1.805,-0.31087
1.806,-0.65963
1.807,-0.91164
1.808,-0.99727
1.809,-0.9258
1.81,-0.68127
1.811,-0.33447
1.812,0.07791
1.813,0.46555
1.814,0.79458
1.815,0.96377
1.816,0.98467
1.817,0.83403
1.818,0.5342
1.819,0.14898
1.82,-0.26128
1.821,-0.62911
1.822,-0.88807
1.823,-0.99235
1.824,-0.93992
1.825,-0.72205
1.826,-0.39622
1.827,0.01581
1.828,0.42216
1.829,0.75412
1.83,0.94454
1.831,0.98721
1.832,0.8604
1.833,0.60256
1.834,0.21832
1.835,-0.18986
1.836,-0.56679
1.837,-0.85614
1.838,-0.98259
1.839,-0.952
1.84,-0.76805
1.841,-0.45077
1.842,-0.04023
1.843,0.35686
1.844,0.71086
1.845,0.93758
1.846,1.00298
1.847,0.90623
1.848,0.63527
1.849,0.28985
1.85,-0.12507
1.851,-0.51876
1.852,-0.82455
1.853,-0.97348
1.854,-0.98451
1.855,-0.81037
1.856,-0.49455
1.857,-0.11196
1.858,0.30653
1.859,0.65614
1.86,0.90311
1.861,0.99205
1.862,0.93083
1.863,0.70058
1.864,0.34062
1.865,-0.06614
1.866,-0.46929
1.867,-0.77269
1.868,-0.97461
1.869,-0.99553
1.87,-0.85134
1.871,-0.54796
1.872,-0.16411
1.873,0.24178
1.874,0.61216
1.875,0.88128
1.876,1.00543
1.877,0.95275
1.878,0.73987
1.879,0.40307
1.88,-0.00514
1.881,-0.40004
1.882,-0.74394
1.883,-0.93854
1.884,-0.99694
1.885,-0.87943
1.886,-0.6003
1.887,-0.24118
1.888,0.17972
1.889,0.56193
1.89,0.8493
1.891,0.99847
1.892,0.97053
1.893,0.77667
1.894,0.46067
1.895,0.05803
1.896,-0.35138
1.897,-0.68815
1.898,-0.91924
1.899,-0.99615
1.9,-0.907
1.901,-0.64853
1.902,-0.2962
1.903,0.11942
1.904,0.50415
1.905,0.81936
1.906,0.96877
1.907,0.98772
1.908,0.82078
1.909,0.50358
1.91,0.11833
1.911,-0.28141
1.912,-0.65585
1.913,-0.89331
1.914,-0.99695
1.915,-0.9363
1.916,-0.6936
1.917,-0.34721
1.918,0.04625
1.919,0.44558
1.92,0.76485
1.921,0.95818
1.922,0.99573
1.923,0.85757
1.924,0.55602
1.925,0.18742
1.926,-0.23704
1.927,-0.59351
1.928,-0.86939
1.929,-0.99067
1.93,-0.94542
1.931,-0.73466
1.932,-0.40446
1.933,-0.01717
1.934,0.40432
1.935,0.72352
1.936,0.94101
1.937,0.99117
1.938,0.8829
1.939,0.61197
1.94,0.24976
1.941,-0.17202
1.942,-0.54598
1.943,-0.84802
1.944,-0.98067
1.945,-0.97421
1.946,-0.77588
1.947,-0.46905
1.948,-0.08086
1.949,0.32907
1.95,0.69275
1.951,0.91441
1.952,0.9899
1.953,0.90087
1.954,0.66982
1.955,0.29558
1.956,-0.11141
1.957,-0.4887
1.958,-0.81347
1.959,-0.97016
1.96,-0.98446
1.961,-0.81417
1.962,-0.51616
1.963,-0.12653
1.964,0.28033
1.965,0.63415
1.966,0.89533
1.967,1.00867
1.968,0.93802
1.969,0.70259
1.97,0.36411
1.971,-0.04827
1.972,-0.4358
1.973,-0.75798
1.974,-0.96534
1.975,-0.98559
1.976,-0.848
1.977,-0.58359
1.978,-0.19116
1.979,0.20701
1.98,0.59705
1.981,0.86047
1.982,1.00379
1.983,0.96344
1.984,0.74656
1.985,0.41899
1.986,0.02494
1.987,-0.3914
1.988,-0.7225
1.989,-0.94001
1.99,-0.99804
1.991,-0.89398
1.992,-0.62436
1.993,-0.2519
1.994,0.16365
1.995,0.53298
1.996,0.83165
1.997,0.97765
1.998,0.9653
1.999,0.78475
2.0,0.47976
2.001,0.08867
2.002,-0.33184
2.003,-0.67659
2.004,-0.92069
2.005,-1.00376
2.006,-0.9173
2.007,-0.6767
2.008,-0.30956
2.009,0.08984
2.01,0.48155
2.011,0.78932
2.012,0.97591
2.013,0.97416
2.014,0.8381
2.015,0.5383
2.016,0.15215
2.017,-0.25786
2.018,-0.62903
2.019,-0.8908
2.02,-0.99838
2.021,-0.94092
2.022,-0.71872
2.023,-0.38084
2.024,0.02709
2.025,0.43546
2.026,0.74716
2.027,0.95449
2.028,0.98528
2.029,0.86309
2.03,0.59433
2.031,0.2066
2.032,-0.19549
2.033,-0.57716
2.034,-0.85391
2.035,-0.99984
2.036,-0.95707
2.037,-0.76031
2.038,-0.42661
2.039,-0.03014
2.04,0.37017
2.041,0.70972
2.042,0.94405
2.043,0.99244
2.044,0.8995
2.045,0.64221
2.046,0.26956
2.047,-0.15178
2.048,-0.52875
2.049,-0.81664
2.05,-0.98812
2.051,-0.98037
2.052,-0.80371
2.053,-0.49774
2.054,-0.09003
2.055,0.31823
2.056,0.6712
2.057,0.90471
2.058,1.00237
2.059,0.92097
2.06,0.68256
2.061,0.3192
2.062,-0.07554
2.063,-0.484
2.064,-0.7802
2.065,-0.97947
2.066,-0.99471
2.067,-0.83456
2.068,-0.53523
2.069,-0.1534
2.07,0.26176
2.071,0.62319
2.072,0.88503
2.073,0.99265
2.074,0.93264
2.075,0.73273
2.076,0.38586
2.077,-0.02593
2.078,-0.42363
2.079,-0.74725
2.08,-0.94322
2.081,-1.00309
2.082,-0.85916
2.083,-0.59436
2.084,-0.22902
2.085,0.19267
2.086,0.57528
2.087,0.86094
2.088,0.98725
2.089,0.96398
2.09,0.77431
2.091,0.44697
2.092,0.05079
2.093,-0.36251
2.094,-0.6966
2.095,-0.93715
2.096,-1.00223
2.097,-0.90538
2.098,-0.64743
2.099,-0.28184
2.1,0.13303
2.101,0.51182
2.102,0.81095
2.103,0.98923
2.104,0.97588
2.105,0.80499
2.106,0.4951
2.107,0.10783
2.108,-0.30301
2.109,-0.65369
2.11,-0.89992
2.111,-1.00425
2.112,-0.92083
2.113,-0.68694
2.114,-0.34195
2.115,0.06722
2.116,0.46897
2.117,0.78848
2.118,0.96826
2.119,0.99626
2.12,0.85042
2.121,0.54535
2.122,0.16762
2.123,-0.23692
2.124,-0.61723
2.125,-0.87905
2.126,-0.98997
2.127,-0.94264
2.128,-0.74238
2.129,-0.40275
2.13,0.00321
2.131,0.4153
2.132,0.73878
2.133,0.95262
2.134,0.99513
2.135,0.87445
2.136,0.61336
2.137,0.23726
2.138,-0.16969
2.139,-0.55641
2.14,-0.83825
2.141,-0.98997
2.142,-0.96954
2.143,-0.77244
2.144,-0.45036
2.145,-0.06744
2.146,0.34831
2.147,0.69702
2.148,0.92303
2.149,0.99279
2.15,0.90545
2.151,0.64499
2.152,0.2864
2.153,-0.10961
2.154,-0.50319
2.155,-0.80964
2.156,-0.98377
2.157,-0.98892
2.158,-0.80747
2.159,-0.51951
2.16,-0.12455
2.161,0.29591
2.162,0.65869
2.163,0.90985
2.164,1.00421
2.165,0.93325
2.166,0.69519
2.167,0.34384
2.168,-0.04649
2.169,-0.44448
2.17,-0.78052
2.171,-0.95459
2.172,-0.99122
2.173,-0.85201
2.174,-0.56716
2.175,-0.17382
2.176,0.23389
2.177,0.60543
2.178,0.87644
2.179,0.99768
2.18,0.95052
2.181,0.74241
2.182,0.40083
2.183,0.00753
2.184,-0.39908
2.185,-0.72196
2.186,-0.93446
2.187,-0.98818
2.188,-0.87871
2.189,-0.61604
2.19,-0.25377
2.191,0.16582
2.192,0.55233
2.193,0.8306
2.194,0.9936
2.195,0.96315
2.196,0.78683
2.197,0.46288
2.198,0.06342
2.199,-0.33657
2.2,-0.68492
2.201,-0.92993
2.202,-1.00933
2.203,-0.90267
2.204,-0.65512
2.205,-0.29709
2.206,0.09542
2.207,0.5005
2.208,0.81313
2.209,0.97085
2.21,0.98822
2.211,0.8116
2.212,0.523
2.213,0.13949
2.214,-0.27759
2.215,-0.63483
2.216,-0.89493
2.217,-0.99186
2.218,-0.92605
2.219,-0.70649
2.22,-0.36961
2.221,0.04445
2.222,0.44489
2.223,0.76672
2.224,0.96505
2.225,0.99089
2.226,0.86011
2.227,0.57026
2.228,0.19543
2.229,-0.21593
2.23,-0.58284
2.231,-0.86174
2.232,-0.98476
2.233,-0.95788
2.234,-0.74433
2.235,-0.41525
2.236,-0.0189
2.237,0.39356
2.238,0.71543
2.239,0.93764
2.24,0.99271
2.241,0.88907
2.242,0.61815
2.243,0.2603
2.244,-0.15977
2.245,-0.53198
2.246,-0.82586
2.247,-0.98359
2.248,-0.96985
2.249,-0.79191
2.25,-0.48489
2.251,-0.08431
2.252,0.31694
2.253,0.68719
2.254,0.91186
2.255,0.99782
2.256,0.9218
2.257,0.68005
2.258,0.32601
2.259,-0.08305
2.26,-0.47638
2.261,-0.79781
2.262,-0.96396
2.263,-0.99314
2.264,-0.82329
2.265,-0.52645
2.266,-0.13703
2.267,0.25946
2.268,0.62329
2.269,0.89166
2.27,0.99713
2.271,0.9297
2.272,0.71345
2.273,0.38582
2.274,-0.02573
2.275,-0.43483
2.276,-0.75124
2.277,-0.95134
2.278,-0.98845
2.279,-0.85645
2.28,-0.58315
2.281,-0.20464
2.282,0.20004
2.283,0.58338
2.284,0.85437
2.285,0.98376
2.286,0.95425
2.287,0.76453
2.288,0.43471
2.289,0.04016
2.29,-0.36295
2.291,-0.7074
2.292,-0.94445
2.293,-0.99141
2.294,-0.89445
2.295,-0.6353
2.296,-0.26897
2.297,0.14018
2.298,0.52126
2.299,0.82107
2.3,0.98125
2.301,0.97252
2.302,0.801
2.303,0.48963
2.304,0.10251
2.305,-0.31547
2.306,-0.66586
2.307,-0.90527
2.308,-1.00667
2.309,-0.91901
2.31,-0.68728
2.311,-0.33717
2.312,0.07468
2.313,0.4746
2.314,0.79239
2.315,0.97168
2.316,0.98805
2.317,0.83324
2.318,0.54515
2.319,0.16457
2.32,-0.25023
2.321,-0.6263
2.322,-0.88556
2.323,-0.99151
2.324,-0.94961
2.325,-0.71749
2.326,-0.39355
2.327,0.01521
2.328,0.41855
2.329,0.74989
2.33,0.94459
2.331,0.99447
2.332,0.86585
2.333,0.5871
2.334,0.21557
2.335,-0.18946
2.336,-0.57995
2.337,-0.85054
2.338,-0.999
2.339,-0.95655
2.34,-0.76115
2.341,-0.43947
2.342,-0.05015
2.343,0.36585
2.344,0.71399
2.345,0.92449
2.346,0.99182
2.347,0.89909
2.348,0.64055
2.349,0.29096
2.35,-0.1371
2.351,-0.50981
2.352,-0.82218
2.353,-0.98559
2.354,-0.97939
2.355,-0.80347
2.356,-0.49078
2.357,-0.10261
2.358,0.29182
2.359,0.66445
2.36,0.90925
2.361,0.99988
2.362,0.92905
2.363,0.69948
2.364,0.34923
2.365,-0.06746
2.366,-0.46477
2.367,-0.79085
2.368,-0.96323
2.369,-0.98273
2.37,-0.84177
2.371,-0.55887
2.372,-0.17772
2.373,0.24971
2.374,0.61158
2.375,0.87753
2.376,0.99085
2.377,0.94327
2.378,0.73194
2.379,0.4006
2.38,-0.00906
2.381,-0.41552
2.382,-0.74826
2.383,-0.94421
2.384,-1.00186
2.385,-0.86986
2.386,-0.6089
2.387,-0.23271
2.388,0.18484
2.389,0.55461
2.39,0.85079
2.391,0.99141
2.392,0.95628
2.393,0.7812
2.394,0.45302
2.395,0.0674
2.396,-0.35048
2.397,-0.69933
2.398,-0.91713
2.399,-1.00341
2.4,-0.91095
2.401,-0.65772
2.402,-0.28551
2.403,0.11766
2.404,0.50705
2.405,0.81801
2.406,0.98273
2.407,0.98621
2.408,0.8068
2.409,0.50739
2.41,0.11899
2.411,-0.28846
2.412,-0.65861
2.413,-0.89447
2.414,-1.00235
2.415,-0.9303
2.416,-0.70177
2.417,-0.35321
2.418,0.05978
2.419,0.4611
2.42,0.76794
2.421,0.95917
2.422,0.98105
2.423,0.85705
2.424,0.56987
2.425,0.17989
2.426,-0.22013
2.427,-0.59414
2.428,-0.87011
2.429,-1.00411
2.43,-0.95452
2.431,-0.7479
2.432,-0.40494
2.433,-0.00793
2.434,0.39719
2.435,0.73215
2.436,0.94913
2.437,1.0027
2.438,0.88459
2.439,0.62303
2.44,0.24039
2.441,-0.15926
2.442,-0.54099
2.443,-0.84833
2.444,-0.99535
2.445,-0.9581
2.446,-0.77599
2.447,-0.46953
2.448,-0.07166
2.449,0.34451
2.45,0.68441
2.451,0.91492
2.452,0.99099
2.453,0.9142
2.454,0.65876
2.455,0.31138
2.456,-0.10125
2.457,-0.49097
2.458,-0.81086
2.459,-0.96946
2.46,-0.97551
2.461,-0.81743
2.462,-0.52818
2.463,-0.13747
2.464,0.28163
2.465,0.63957
2.466,0.89823
2.467,0.9947
2.468,0.93844
2.469,0.70675
2.47,0.3609
2.471,-0.03778
2.472,-0.43597
2.473,-0.76209
2.474,-0.95402
2.475,-0.99528
2.476,-0.86125
2.477,-0.58313
2.478,-0.19024
2.479,0.21485
2.48,0.58768
2.481,0.86069
2.482,0.99223
2.483,0.9571
2.484,0.74577
2.485,0.41884
2.486,0.02602
2.487,-0.37911
2.488,-0.72582
2.489,-0.93533
2.49,-0.99942
2.491,-0.88039
2.492,-0.62688
2.493,-0.24863
2.494,0.15769
2.495,0.54901
2.496,0.82725
2.497,0.9942
2.498,0.96141
2.499,0.79644
2.5,0.48501
2.501,0.09047
2.502,-0.32491
2.503,-0.67077
2.504,-0.91642
2.505,-0.99969
2.506,-0.91001
2.507,-0.68193
2.508,-0.3118
2.509,0.08719
2.51,0.48279
2.511,0.79688
2.512,0.97583
2.513,0.98602
2.514,0.81866
2.515,0.52914
2.516,0.13793
2.517,-0.25781
2.518,-0.62547
2.519,-0.89426
2.52,-1.00533
2.521,-0.93892
2.522,-0.72674
2.523,-0.38298
2.524,0.02682
2.525,0.42082
2.526,0.75055
2.527,0.96142
2.528,1.00108
2.529,0.8703
2.53,0.59413
2.531,0.21233
2.532,-0.20736
2.533,-0.58212
2.534,-0.8618
2.535,-1.00128
2.536,-0.95346
2.537,-0.76447
2.538,-0.44299
2.539,-0.02805
2.54,0.38186
2.541,0.70645
2.542,0.94172
2.543,0.99711
2.544,0.89579
2.545,0.62645
2.546,0.26282
2.547,-0.13552
2.548,-0.53151
2.549,-0.82062
2.55,-0.98448
2.551,-0.97103
2.552,-0.80106
2.553,-0.4889
2.554,-0.09791
2.555,0.31337
2.556,0.66053
2.557,0.91089
2.558,1.00932
2.559,0.91231
2.56,0.691
2.561,0.33069
2.562,-0.08561
2.563,-0.47651
2.564,-0.78027
2.565,-0.96897
2.566,-0.97677
2.567,-0.82738
2.568,-0.55031
2.569,-0.15913
2.57,0.24719
2.571,0.61371
2.572,0.89287
2.573,1.00608
2.574,0.9479
2.575,0.73177
2.576,0.37826
2.577,-0.02614
2.578,-0.41271
2.579,-0.73987
2.58,-0.94914
2.581,-0.98632
2.582,-0.87048
2.583,-0.59813
2.584,-0.21762
2.585,0.1913
2.586,0.5676
2.587,0.84685
2.588,0.98246
2.589,0.96574
2.59,0.76105
2.591,0.4425
2.592,0.05512
2.593,-0.36724
2.594,-0.71063
2.595,-0.93192
2.596,-0.99567
2.597,-0.89772
2.598,-0.64619
2.599,-0.2722
2.6,0.13231
2.601,0.51936
2.602,0.81789
2.603,0.97477
2.604,0.96717
2.605,0.80297
2.606,0.49669
2.607,0.09991
2.608,-0.30773
2.609,-0.66396
2.61,-0.9036
2.611,-0.99233
2.612,-0.91387
2.613,-0.68909
2.614,-0.34562
2.615,0.0743
2.616,0.46906
2.617,0.78719
2.618,0.96214
2.619,0.99647
2.62,0.83774
2.621,0.54605
2.622,0.16753
2.623,-0.23407
2.624,-0.60924
2.625,-0.88645
2.626,-1.00471
2.627,-0.94649
2.628,-0.74055
2.629,-0.40737
2.63,0.00624
2.631,0.39925
2.632,0.74786
2.633,0.9512
2.634,0.99793
2.635,0.88281
2.636,0.59974
2.637,0.23823
2.638,-0.18415
2.639,-0.56332
2.64,-0.84275
2.641,-0.98193
2.642,-0.96868
2.643,-0.77022
2.644,-0.45015
2.645,-0.04985
2.646,0.34818
2.647,0.70268
2.648,0.93621
2.649,1.00911
2.65,0.90922
2.651,0.658
2.652,0.29949
2.653,-0.11757
2.654,-0.51074
2.655,-0.80766
2.656,-0.98394
2.657,-0.96994
2.658,-0.82007
2.659,-0.5019
2.66,-0.1254
2.661,0.29346
2.662,0.64512
2.663,0.90698
2.664,1.00943
2.665,0.93562
2.666,0.69276
2.667,0.35785
2.668,-0.0481
2.669,-0.46025
2.67,-0.76929
2.671,-0.96633
2.672,-0.98232
2.673,-0.84364
2.674,-0.56585
2.675,-0.18003
2.676,0.23396
2.677,0.60961
2.678,0.87368
2.679,1.00348
2.68,0.94163
2.681,0.74687
2.682,0.40639
2.683,0.00478
2.684,-0.40008
2.685,-0.72712
2.686,-0.94007
2.687,-1.00408
2.688,-0.87582
2.689,-0.61043
2.69,-0.24594
2.691,0.16764
2.692,0.54975
2.693,0.8395
2.694,0.98837
2.695,0.97399
2.696,0.78469
2.697,0.46637
2.698,0.06209
2.699,-0.34143
2.7,-0.68646
2.701,-0.9158
2.702,-0.99199
2.703,-0.90935
2.704,-0.66631
2.705,-0.30816
2.706,0.10867
2.707,0.49345
2.708,0.79509
2.709,0.97013
2.71,0.98923
2.711,0.81474
2.712,0.52005
2.713,0.14074
2.714,-0.27986
2.715,-0.63854
2.716,-0.89815
2.717,-1.00255
2.718,-0.92513
2.719,-0.70089
2.72,-0.36031
2.721,0.03596
2.722,0.44182
2.723,0.75596
2.724,0.95745
2.725,0.99141
2.726,0.86428
2.727,0.56427
2.728,0.19914
2.729,-0.21879
2.73,-0.58438
2.731,-0.85988
2.732,-0.99604
2.733,-0.94877
2.734,-0.754
2.735,-0.41811
2.736,-0.01556
2.737,0.3794
2.738,0.71405
2.739,0.93647
2.74,0.99459
2.741,0.88982
2.742,0.62748
2.743,0.25106
2.744,-0.15373
2.745,-0.54694
2.746,-0.83752
2.747,-0.97803
2.748,-0.96587
2.749,-0.78409
2.75,-0.47499
2.751,-0.08601
2.752,0.32054
2.753,0.67717
2.754,0.92572
2.755,1.0096
2.756,0.91296
2.757,0.67017
2.758,0.31237
2.759,-0.10011
2.76,-0.47989
2.761,-0.80265
2.762,-0.9788
2.763,-0.98061
2.764,-0.82678
2.765,-0.52624
2.766,-0.13795
2.767,0.26899
2.768,0.62545
2.769,0.89246
2.77,1.00347
2.771,0.94669
2.772,0.71262
2.773,0.37499
2.774,-0.034
2.775,-0.42663
2.776,-0.75689
2.777,-0.94653
2.778,-0.99824
2.779,-0.85431
2.78,-0.58533
2.781,-0.20204
2.782,0.1954
2.783,0.5828
2.784,0.85018
2.785,0.99667
2.786,0.95656
2.787,0.75785
2.788,0.42521
2.789,0.03979
2.79,-0.36719
2.791,-0.71348
2.792,-0.92795
2.793,-0.99879
2.794,-0.88733
2.795,-0.63533
2.796,-0.26278
2.797,0.14604
2.798,0.53367
2.799,0.83067
2.8,0.97738
2.801,0.97989
2.802,0.7994
2.803,0.49472
2.804,0.09439
2.805,-0.31945
2.806,-0.67473
2.807,-0.90945
2.808,-1.00674
2.809,-0.91881
2.81,-0.67411
2.811,-0.33705
2.812,0.07541
2.813,0.47035
2.814,0.78124
2.815,0.97461
2.816,0.97724
2.817,0.82813
2.818,0.54602
2.819,0.16819
2.82,-0.25016
2.821,-0.61207
2.822,-0.87876
2.823,-1.00217
2.824,-0.9431
2.825,-0.72315
2.826,-0.3904
2.827,0.02005
2.828,0.42072
2.829,0.7489
2.83,0.95161
2.831,0.99088
2.832,0.87254
2.833,0.59547
2.834,0.22293
2.835,-0.1857
2.836,-0.57615
2.837,-0.84419
2.838,-0.99537
2.839,-0.96489
2.84,-0.76826
2.841,-0.43986
2.842,-0.04286
2.843,0.37022
2.844,0.70864
2.845,0.93791
2.846,0.99871
2.847,0.89043
2.848,0.64493
2.849,0.28783
2.85,-0.13569
2.851,-0.52072
2.852,-0.81453
2.853,-0.9837
2.854,-0.97811
2.855,-0.80575
2.856,-0.49103
2.857,-0.10336
2.858,0.30289
2.859,0.66574
2.86,0.90997
2.861,0.99195
2.862,0.91499
2.863,0.6925
2.864,0.33233
2.865,-0.05927
2.866,-0.46594
2.867,-0.77496
2.868,-0.96183
2.869,-0.9912
2.87,-0.84364
2.871,-0.56048
2.872,-0.16289
2.873,0.23879
2.874,0.6144
2.875,0.88269
2.876,0.99732
2.877,0.95404
2.878,0.73934
2.879,0.39252
2.88,0.00114
2.881,-0.39703
2.882,-0.74352
2.883,-0.95794
2.884,-0.99496
2.885,-0.86522
2.886,-0.60296
2.887,-0.22283
2.888,0.18897
2.889,0.56289
2.89,0.85203
2.891,0.99039
2.892,0.97078
2.893,0.76949
2.894,0.45471
2.895,0.0619
2.896,-0.35774
2.897,-0.69457
2.898,-0.93004
2.899,-1.00296
2.9,-0.91102
2.901,-0.6486
2.902,-0.30024
2.903,0.11252
2.904,0.51216
2.905,0.8167
2.906,0.97958
2.907,0.97414
2.908,0.82139
2.909,0.51764
2.91,0.1199
2.911,-0.28723
2.912,-0.65192
2.913,-0.90002
2.914,-0.99125
2.915,-0.93655
2.916,-0.70608
2.917,-0.35723
2.918,0.06068
2.919,0.45022
2.92,0.77072
2.921,0.95962
2.922,0.99887
2.923,0.84043
2.924,0.56288
2.925,0.18577
2.926,-0.23068
2.927,-0.59408
2.928,-0.87625
2.929,-0.9871
2.93,-0.94839
2.931,-0.73433
2.932,-0.40279
2.933,-0.01005
2.934,0.39213
2.935,0.73411
2.936,0.94854
2.937,0.99524
2.938,0.87628
2.939,0.61435
2.94,0.24555
2.941,-0.16289
2.942,-0.54059
2.943,-0.83676
2.944,-0.98293
2.945,-0.96578
2.946,-0.78657
